Timestamp,IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_Label,Prob_BENIGN,Prob_Bot,Prob_Brute Force,Prob_DoS Attack,Prob_PortScan
2024-12-20_12:21:40,TCP-192.168.12.146:42370-74.125.24.109:587,587.0,248554.0,2.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,76.0,0.0,38.0,38.0,305.768565382,16.093082389,82851.333333333,99865.902730723,223341.0,85.0,25213.0,25213.0,0.0,25213.0,25213.0,223426.0,223426.0,0.0,223426.0,223426.0,0.0,1.0,0.0,1.0,128.0,114.0,8.046541194,8.046541194,0.0,76.0,19.0,32.908965344,1083.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,64240.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.44796935,2.3976087e-08,9.130583e-09,8.703889e-08,0.5520305
2024-12-20_12:21:40,UDP-192.168.12.1:5353-224.0.0.251:5353,5353.0,9852054.0,4.0,0.0,202.0,0.0,77.0,39.0,50.5,15.386682553,0.0,0.0,0.0,0.0,20.503338695,0.406006707,3284018.0,3955772.986510053,8848410.0,1456.0,9852054.0,3284018.0,3955772.986510053,8848410.0,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.406006707,0.0,39.0,77.0,50.5,15.386682553,236.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,101.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.0029850802,1.875684e-09,1.6409846e-10,9.271996e-11,0.9970149
2024-12-20_12:21:40,UDP-fe80::7f00:30a3:60c9:8f44:5353-ff02::fb:5353,5353.0,9852155.0,4.0,0.0,202.0,0.0,77.0,39.0,50.5,15.386682553,0.0,0.0,0.0,0.0,20.503128503,0.406002545,3284051.666666667,3956373.952745311,8849233.0,552.0,9852155.0,3284051.666666667,3956373.952745311,8849233.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.406002545,0.0,39.0,77.0,50.5,15.386682553,236.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,101.0,0.0,0.0,0.0,0.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.3556526,3.0341084e-06,1.728168e-06,1.4040872e-05,0.6443286
