Timestamp,IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_Label,Prob_BENIGN,Prob_Bot,Prob_Brute Force,Prob_DoS Attack,Prob_PortScan
2024-12-20_12:25:56,TCP-192.168.12.140:34176-192.168.12.146:32768,32768.0,5772881.0,7.0,5.0,16.0,0.0,16.0,0.0,2.285714286,5.598833698,0.0,0.0,0.0,0.0,2.771579736,2.078684802,524807.363636364,1657597.298992966,5766589.0,1.0,5772881.0,962146.833333333,2148632.528977087,5766633.0,1.0,5772042.0,1443010.5,2496589.792067822,5767230.0,185.0,0.0,1.0,0.0,1.0,470.0,362.0,1.212566135,0.866118668,0.0,16.0,1.333333333,4.422166387,19.555555556,4.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.714285714,1.333333333,2.285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,5.0,0.0,64240.0,509.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.77993214,3.4291767e-09,9.2613834e-07,2.3003663e-07,0.22006676
2024-12-20_12:25:56,TCP-192.168.12.140:34178-192.168.12.146:32768,32768.0,6321620.0,5.0,4.0,11.0,0.0,11.0,0.0,2.2,4.4,0.0,0.0,0.0,0.0,1.740060301,1.423685701,790202.5,1821178.210225869,5577045.0,98.0,6321620.0,1580405.0,2327333.72947446,5577143.0,145.0,6224136.0,2074712.0,2932598.098173473,6222032.0,906.0,0.0,1.0,0.0,1.0,338.0,272.0,0.7909365,0.6327492,0.0,11.0,1.222222222,3.456966486,11.950617284,2.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.8,1.222222222,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,4.0,0.0,64240.0,509.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9828757,1.0623151e-10,1.0329309e-08,3.651923e-08,0.01712432
2024-12-20_12:25:56,TCP-192.168.12.140:45764-192.168.12.146:32768,32768.0,5045005.0,5.0,3.0,175.0,0.0,175.0,0.0,35.0,70.0,0.0,0.0,0.0,0.0,34.687775334,1.585726872,720715.0,1764159.273046027,5042005.0,145.0,5045005.0,1261251.25,2182902.942598385,5042150.0,355.0,5044207.0,2522103.5,2520870.5,5042974.0,1233.0,0.0,1.0,0.0,1.0,338.0,206.0,0.991079295,0.594647577,0.0,175.0,21.875,57.87580993,3349.609375,2.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.6,21.875,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,175.0,3.0,0.0,64240.0,508.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.989485,1.3433783e-10,1.19909815e-08,5.85167e-08,0.010514958
2024-12-20_12:25:56,TCP-192.168.12.140:47000-192.168.12.146:5000,5000.0,5923371.0,7.0,6.0,7.0,504.0,7.0,0.0,1.0,2.449489743,504.0,0.0,84.0,187.82971011,86.2684441,2.19469623,493614.25,1393934.358112684,5092007.0,1.0,5923371.0,987228.5,1845107.558228223,5092060.0,1.0,5922289.0,1184457.8,1984617.899834968,5137934.0,420.0,0.0,2.0,0.0,2.0,458.0,416.0,1.181759508,1.012936721,0.0,504.0,39.307692308,134.157992173,17998.366863905,3.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.857142857,39.307692308,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,504.0,64240.0,510.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.94752353,0.0031475641,0.0016323439,0.0025855994,0.045110967
2024-12-20_12:25:56,TCP-192.168.12.140:47004-192.168.12.146:5000,5000.0,5130694.0,6.0,4.0,175.0,700.0,175.0,0.0,29.166666667,65.218649344,700.0,0.0,175.0,303.108891325,170.542230739,1.949054066,570077.111111111,1598009.960798774,5089814.0,1.0,5130694.0,1026138.8,2031990.513608801,5090020.0,1.0,5130120.0,1710040.0,2391674.237215567,5092309.0,176.0,0.0,2.0,0.0,2.0,392.0,272.0,1.169432439,0.779621626,0.0,700.0,87.5,210.727905129,44406.25,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.666666667,87.5,29.166666667,175.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,175.0,4.0,700.0,64240.0,508.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.88608056,0.017317615,0.007158502,0.02036901,0.06907441
2024-12-20_12:25:56,TCP-192.168.12.140:48532-192.168.12.146:32768,32768.0,5357493.0,5.0,3.0,60.0,0.0,60.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,11.199268016,1.493235735,765356.142857143,1794629.861655396,5159443.0,59.0,5357493.0,1339373.25,2206451.281275702,5159833.0,59.0,5356839.0,2678419.5,2524642.5,5203062.0,153777.0,0.0,1.0,0.0,1.0,338.0,206.0,0.933272335,0.559963401,0.0,60.0,7.5,19.843134833,393.75,2.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.6,7.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,3.0,0.0,64240.0,509.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9801432,2.892757e-10,1.543847e-08,6.586324e-08,0.019856693
2024-12-20_12:25:56,TCP-192.168.12.140:48534-192.168.12.146:32768,32768.0,5078380.0,5.0,3.0,7.0,0.0,7.0,0.0,1.4,2.8,0.0,0.0,0.0,0.0,1.378392322,1.575305511,725482.857142857,1771833.754259002,5065562.0,2.0,5078380.0,1269595.0,2191675.460473676,5065681.0,2.0,5077634.0,2538817.0,2527651.0,5066468.0,11166.0,0.0,1.0,0.0,1.0,338.0,206.0,0.984565944,0.590739567,0.0,7.0,0.875,2.315032397,5.359375,2.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.6,0.875,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,64240.0,510.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.96695024,4.3264042e-10,2.051497e-08,6.410601e-08,0.033049595
2024-12-20_12:25:56,TCP-192.168.12.140:49620-192.168.12.146:5000,5000.0,5079634.0,6.0,4.0,18.0,563.0,18.0,0.0,3.0,6.708203932,563.0,0.0,140.75,243.786151165,114.378319383,1.968645773,564403.777777778,1593282.650469135,5070885.0,4.0,5079634.0,1015926.8,2027509.944429906,5070944.0,4.0,5078879.0,1692959.666666667,2392621.987732891,5076638.0,304.0,0.0,2.0,0.0,2.0,392.0,272.0,1.181187464,0.787458309,0.0,563.0,58.1,168.385539759,28353.69,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.666666667,58.1,3.0,140.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,4.0,563.0,64240.0,509.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9707339,0.0012257628,0.00011915715,0.0036831514,0.024237989
2024-12-20_12:25:56,TCP-192.168.12.140:51738-192.168.12.146:32768,32768.0,5392979.0,5.0,4.0,23.0,0.0,23.0,0.0,4.6,9.2,0.0,0.0,0.0,0.0,4.264804295,1.668836463,674122.375,1725386.241005469,5237132.0,1.0,5392979.0,1348244.75,2246189.222368451,5237216.0,1.0,5391508.0,1797169.333333333,2541130.822575169,5390871.0,133.0,0.0,1.0,0.0,1.0,338.0,272.0,0.927131368,0.741705095,0.0,23.0,2.555555556,7.228202652,52.24691358,2.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.8,2.555555556,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,4.0,0.0,64240.0,509.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9849855,6.2168166e-11,1.0891008e-08,2.7886005e-08,0.0150145795
2024-12-20_12:25:56,TCP-192.168.12.140:52488-192.168.12.146:5000,5000.0,5113890.0,6.0,4.0,90.0,587.0,90.0,0.0,15.0,33.541019662,587.0,0.0,146.75,254.178456011,132.384544838,1.955458565,568210.0,1605048.831444355,5107972.0,1.0,5113890.0,1022778.0,2042612.833112139,5108002.0,1.0,5113343.0,1704447.666666667,2409876.725334076,5112528.0,128.0,0.0,2.0,0.0,2.0,392.0,272.0,1.173275139,0.782183426,0.0,587.0,67.7,175.1673771,30683.61,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.666666667,67.7,15.0,146.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,4.0,587.0,64240.0,509.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.95986074,0.002920224,0.0003744178,0.0054368605,0.031407718
2024-12-20_12:25:56,TCP-192.168.12.140:52494-192.168.12.146:5000,5000.0,5023723.0,5.0,3.0,52.0,564.0,52.0,0.0,10.4,20.8,564.0,0.0,188.0,265.872149726,122.618225567,1.592444488,717674.714285714,1755091.288196365,5016751.0,32.0,5023723.0,1255930.75,2171330.283472136,5016783.0,221.0,5022536.0,2511268.0,2510467.0,5021735.0,801.0,0.0,2.0,0.0,2.0,332.0,206.0,0.995277805,0.597166683,0.0,564.0,77.0,184.85399644,34171.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.6,77.0,10.4,188.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52.0,3.0,564.0,64240.0,509.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.995135,9.7051714e-05,8.757734e-06,0.0011105296,0.0036486578
