Timestamp,IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_Label,Prob_BENIGN,Prob_Bot,Prob_Brute Force,Prob_DoS Attack,Prob_PortScan
2024-12-20_12:21:40,ICMP-fe80::7f00:30a3:60c9:8f44:0-ff02::16:0-0,0.0,321644.0,5.0,0.0,120.0,0.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,373.083284625,15.545136859,80411.0,122087.497773114,291327.0,399.0,321644.0,80411.0,122087.497773114,291327.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,15.545136859,0.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,120.0,5.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.5028189,1.02971935e-05,1.7191056e-05,4.1540057e-05,0.49711207
2024-12-20_12:21:40,TCP-192.168.12.146:42370-74.125.24.109:587,587.0,248554.0,2.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,76.0,0.0,38.0,38.0,305.768565382,16.093082389,82851.333333333,99865.902730723,223341.0,85.0,25213.0,25213.0,0.0,25213.0,25213.0,223426.0,223426.0,0.0,223426.0,223426.0,0.0,1.0,0.0,1.0,128.0,114.0,8.046541194,8.046541194,0.0,76.0,19.0,32.908965344,1083.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,64240.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.44796935,2.3976087e-08,9.130583e-09,8.703889e-08,0.5520305
2024-12-20_12:21:40,UDP-192.168.12.146:51596-192.168.12.2:53,53.0,27748.0,2.0,1.0,114.0,71.0,71.0,43.0,57.0,14.0,71.0,71.0,71.0,0.0,6667.147181779,108.115900245,13874.0,12018.0,25892.0,1856.0,27748.0,27748.0,0.0,27748.0,27748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,42.0,72.07726683,36.038633415,43.0,71.0,61.666666667,13.199326582,174.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,61.666666667,57.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.98665524,1.929409e-08,5.598098e-10,3.2887576e-07,0.013344429
2024-12-20_12:21:40,UDP-192.168.12.146:52029-192.168.12.2:53,53.0,25813.0,2.0,1.0,102.0,59.0,59.0,43.0,51.0,8.0,59.0,59.0,59.0,0.0,6237.167318793,116.220509046,12906.5,12178.5,25085.0,728.0,25813.0,25813.0,0.0,25813.0,25813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,42.0,77.480339364,38.740169682,43.0,59.0,53.666666667,7.542472333,56.888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,53.666666667,51.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.97206736,1.10783255e-07,7.84961e-09,1.6189498e-06,0.027930856
2024-12-20_12:21:40,UDP-192.168.12.1:5353-224.0.0.251:5353,5353.0,9852054.0,4.0,0.0,202.0,0.0,77.0,39.0,50.5,15.386682553,0.0,0.0,0.0,0.0,20.503338695,0.406006707,3284018.0,3955772.986510053,8848410.0,1456.0,9852054.0,3284018.0,3955772.986510053,8848410.0,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.406006707,0.0,39.0,77.0,50.5,15.386682553,236.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,101.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.0029850802,1.875684e-09,1.6409846e-10,9.271996e-11,0.9970149
2024-12-20_12:21:40,UDP-192.168.12.1:68-192.168.12.254:67,67.0,910.0,1.0,2.0,316.0,600.0,316.0,316.0,316.0,0.0,300.0,300.0,300.0,0.0,1006593.406593407,3296.703296703,455.0,181.0,636.0,274.0,0.0,0.0,0.0,0.0,0.0,636.0,636.0,0.0,636.0,636.0,0.0,0.0,0.0,0.0,42.0,84.0,1098.901098901,2197.802197802,300.0,316.0,305.333333333,7.542472333,56.888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,305.333333333,316.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.7261222,0.00013581695,9.741491e-05,0.00059339893,0.27305123
2024-12-20_12:21:40,UDP-fe80::7f00:30a3:60c9:8f44:5353-ff02::fb:5353,5353.0,9852155.0,4.0,0.0,202.0,0.0,77.0,39.0,50.5,15.386682553,0.0,0.0,0.0,0.0,20.503128503,0.406002545,3284051.666666667,3956373.952745311,8849233.0,552.0,9852155.0,3284051.666666667,3956373.952745311,8849233.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.406002545,0.0,39.0,77.0,50.5,15.386682553,236.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,101.0,0.0,0.0,0.0,0.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.3556526,3.0341084e-06,1.728168e-06,1.4040872e-05,0.6443286
