Timestamp,IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_Label,Prob_BENIGN,Prob_Bot,Prob_Brute Force,Prob_DoS Attack,Prob_PortScan
2024-12-20_12:19:49,TCP-192.168.12.140:32834-192.168.12.146:80,80.0,6173.0,3.0,1.0,302.0,0.0,302.0,0.0,100.666666667,142.364165279,0.0,0.0,0.0,0.0,48922.728009072,647.983152438,2057.666666667,2711.464344019,5891.0,56.0,6173.0,3086.5,2804.5,5891.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,485.987364329,161.99578811,0.0,302.0,75.5,130.769835971,17100.75,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,75.5,100.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.23786815,7.49249e-09,1.2382658e-08,2.2430735e-08,0.7621318
2024-12-20_12:19:49,TCP-192.168.12.140:32838-192.168.12.146:80,80.0,22005.0,3.0,1.0,341.0,0.0,341.0,0.0,113.666666667,160.74894159,0.0,0.0,0.0,0.0,15496.478073165,181.776868893,7335.0,9953.002997421,21408.0,61.0,22005.0,11002.5,10405.5,21408.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,136.33265167,45.444217223,0.0,341.0,85.25,147.657331345,21802.6875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,85.25,113.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.25822344,9.725389e-09,1.6822982e-08,3.654132e-08,0.74177635
2024-12-20_12:19:49,TCP-192.168.12.140:32846-192.168.12.146:80,80.0,13269.0,3.0,1.0,337.0,0.0,337.0,0.0,112.333333333,158.863323507,0.0,0.0,0.0,0.0,25397.543145678,301.45451805,4423.0,6111.549121677,13066.0,80.0,13269.0,6634.5,6431.5,13066.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,226.090888537,75.363629512,0.0,337.0,84.25,145.925280538,21294.1875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,84.25,112.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.25678575,9.248653e-09,1.602945e-08,3.399375e-08,0.7432142
2024-12-20_12:19:49,TCP-192.168.12.140:32854-192.168.12.146:80,80.0,5844.0,3.0,1.0,372.0,0.0,372.0,0.0,124.0,175.362481734,0.0,0.0,0.0,0.0,63655.030800821,684.462696783,1948.0,2387.639420013,5317.0,67.0,5844.0,2922.0,2395.0,5317.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,513.347022587,171.115674196,0.0,372.0,93.0,161.080725104,25947.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,93.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.28332028,1.0102908e-08,1.9012342e-08,4.7515066e-08,0.7166797
2024-12-20_12:19:49,TCP-192.168.12.140:32860-192.168.12.146:80,80.0,4825.0,3.0,1.0,362.0,0.0,362.0,0.0,120.666666667,170.648436526,0.0,0.0,0.0,0.0,75025.906735751,829.015544041,1608.333333333,1898.217116724,4282.0,63.0,4825.0,2412.5,1869.5,4282.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,621.761658031,207.25388601,0.0,362.0,90.5,156.750598085,24570.75,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,90.5,120.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.27635416,9.595052e-09,1.7739966e-08,4.2530083e-08,0.7236458
2024-12-20_12:19:49,TCP-192.168.12.140:32866-192.168.12.146:80,80.0,3974.0,3.0,1.0,313.0,0.0,313.0,0.0,104.333333333,147.549615008,0.0,0.0,0.0,0.0,78761.952692501,1006.542526422,1324.666666667,1631.905702613,3629.0,62.0,3974.0,1987.0,1642.0,3629.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,754.906894816,251.635631605,0.0,313.0,78.25,135.532975692,18369.1875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,78.25,104.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.24478781,7.624923e-09,1.2905776e-08,2.473672e-08,0.7552121
2024-12-20_12:19:49,TCP-192.168.12.140:32874-192.168.12.146:80,80.0,571.0,3.0,1.0,314.0,0.0,314.0,0.0,104.666666667,148.021019528,0.0,0.0,0.0,0.0,549912.434325744,7005.253940455,190.333333333,119.365917339,332.0,40.0,571.0,285.5,46.5,332.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,5253.940455342,1751.313485114,0.0,314.0,78.5,135.965988394,18486.75,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,78.5,104.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.31063086,4.464794e-09,7.7290085e-09,2.6734147e-08,0.68936914
2024-12-20_12:19:49,TCP-192.168.12.140:32878-192.168.12.146:80,80.0,4115.0,3.0,1.0,372.0,0.0,372.0,0.0,124.0,175.362481734,0.0,0.0,0.0,0.0,90400.972053463,972.05346294,1371.666666667,1771.099909347,3875.0,48.0,4115.0,2057.5,1817.5,3875.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,729.040097205,243.013365735,0.0,372.0,93.0,161.080725104,25947.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,93.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.2854225,9.796068e-09,1.8499474e-08,4.673969e-08,0.7145774
2024-12-20_12:19:49,TCP-192.168.12.140:32886-192.168.12.146:80,80.0,2207.0,3.0,1.0,308.0,0.0,308.0,0.0,102.666666667,145.192592404,0.0,0.0,0.0,0.0,139555.958314454,1812.415043045,735.666666667,850.263227216,1933.0,41.0,2207.0,1103.5,829.5,1933.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,1359.311282284,453.103760761,0.0,308.0,77.0,133.367912183,17787.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,77.0,102.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.24418713,6.9775767e-09,1.17865095e-08,2.287314e-08,0.7558129
2024-12-20_12:19:49,TCP-192.168.12.140:32892-192.168.12.146:80,80.0,2276.0,3.0,1.0,330.0,0.0,330.0,0.0,110.0,155.563491861,0.0,0.0,0.0,0.0,144991.212653779,1757.469244288,758.666666667,880.233807324,2002.0,84.0,2276.0,1138.0,864.0,2002.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,1318.101933216,439.367311072,0.0,330.0,82.5,142.894191624,20418.75,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,82.5,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.25721496,7.724593e-09,1.3506909e-08,2.8925669e-08,0.7427849
2024-12-20_12:19:49,TCP-192.168.12.140:32894-192.168.12.146:80,80.0,2041.0,3.0,1.0,355.0,0.0,355.0,0.0,118.333333333,167.348604881,0.0,0.0,0.0,0.0,173934.345908868,1959.823615875,680.333333333,787.680279188,1790.0,41.0,2041.0,1020.5,769.5,1790.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,1469.867711906,489.955903969,0.0,355.0,88.75,153.719509172,23629.6875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,88.75,118.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.2806227,8.2942835e-09,1.532955e-08,3.8101195e-08,0.71937716
2024-12-20_12:19:49,TCP-192.168.12.140:32896-192.168.12.146:80,80.0,3327.0,3.0,1.0,359.0,0.0,359.0,0.0,119.666666667,169.234222964,0.0,0.0,0.0,0.0,107905.019537121,1202.284340246,1109.0,1227.879472913,2835.0,81.0,3327.0,1663.5,1171.5,2835.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,901.713255185,300.571085062,0.0,359.0,89.75,155.451559979,24165.1875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,89.75,119.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.2771009,9.124679e-09,1.6875877e-08,4.0662506e-08,0.72289914
2024-12-20_12:19:49,TCP-192.168.12.140:32910-192.168.12.146:80,80.0,1633.0,3.0,1.0,351.0,0.0,351.0,0.0,117.0,165.462986798,0.0,0.0,0.0,0.0,214941.824862217,2449.479485609,544.333333333,609.502711688,1404.0,60.0,1633.0,816.5,587.5,1404.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,1837.109614207,612.369871402,0.0,351.0,87.75,151.987458364,23100.1875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,87.75,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.28131032,7.74734e-09,1.4284453e-08,3.5948595e-08,0.7186896
2024-12-20_12:19:49,TCP-192.168.12.140:32926-192.168.12.146:80,80.0,293.0,3.0,1.0,318.0,0.0,318.0,0.0,106.0,149.906637612,0.0,0.0,0.0,0.0,1085324.232081911,13651.877133106,97.666666667,41.411216945,156.0,64.0,293.0,146.5,73.5,220.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,10238.907849829,3412.969283276,0.0,318.0,79.5,137.698039202,18960.75,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,79.5,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.5752149,2.0045392e-09,2.0126494e-09,5.7814084e-08,0.424785
2024-12-20_12:19:49,TCP-192.168.12.140:32942-192.168.12.146:80,80.0,2207.0,3.0,1.0,337.0,0.0,337.0,0.0,112.333333333,158.863323507,0.0,0.0,0.0,0.0,152695.967376529,1812.415043045,735.666666667,708.881435001,1719.0,75.0,2207.0,1103.5,615.5,1719.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,1359.311282284,453.103760761,0.0,337.0,84.25,145.925280538,21294.1875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,84.25,112.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.26286918,7.889787e-09,1.4007933e-08,3.114881e-08,0.7371308
2024-12-20_12:19:49,TCP-192.168.12.140:32958-192.168.12.146:80,80.0,288.0,3.0,1.0,332.0,0.0,332.0,0.0,110.666666667,156.506300903,0.0,0.0,0.0,0.0,1152777.777777778,13888.888888889,96.0,66.693328002,188.0,32.0,288.0,144.0,76.0,220.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,10416.666666667,3472.222222222,0.0,332.0,83.0,143.760217028,20667.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,83.0,110.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.6375212,1.4312188e-09,1.3626317e-09,5.7162204e-08,0.36247867
2024-12-20_12:19:49,TCP-192.168.12.140:32966-192.168.12.146:80,80.0,1755.0,3.0,1.0,416.0,0.0,416.0,0.0,138.666666667,196.104280649,0.0,0.0,0.0,0.0,237037.037037037,2279.202279202,585.0,573.182344459,1387.0,82.0,1755.0,877.5,509.5,1387.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,1709.401709402,569.800569801,0.0,416.0,104.0,180.133283987,32448.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,104.0,138.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.32875162,9.147913e-09,1.918071e-08,6.221489e-08,0.6712484
2024-12-20_12:19:49,TCP-192.168.12.140:32976-192.168.12.146:80,80.0,1131.0,3.0,1.0,334.0,0.0,334.0,0.0,111.333333333,157.449109944,0.0,0.0,0.0,0.0,295313.881520778,3536.693191866,377.0,373.888575202,902.0,60.0,1131.0,565.5,336.5,902.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,2652.519893899,884.173297966,0.0,334.0,83.5,144.626242432,20916.75,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,83.5,111.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.2767491,6.4943153e-09,1.1752399e-08,2.9426468e-08,0.7232508
2024-12-20_12:19:49,TCP-192.168.12.140:32980-192.168.12.146:80,80.0,625.0,3.0,1.0,315.0,0.0,315.0,0.0,105.0,148.492424049,0.0,0.0,0.0,0.0,504000.0,6400.0,208.333333333,186.621423088,463.0,21.0,625.0,312.5,150.5,463.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,74.0,4800.0,1600.0,0.0,315.0,78.75,136.399001096,18604.6875,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.333333333,78.75,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,65160.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.29848477,4.7042277e-09,8.211215e-09,2.583617e-08,0.7015152
