Timestamp,IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_Label,Prob_BENIGN,Prob_Bot,Prob_Brute Force,Prob_DoS Attack,Prob_PortScan
2024-12-19_14:56:52,TCP-192.168.12.140:33152-192.168.12.146:22,22.0,7128738.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981940983,1188123.0,369950.947347978,2015334.0,1016507.0,7128738.0,1188123.0,369950.947347978,2015334.0,1016507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.981940983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9967999,1.7270191e-12,1.2767967e-13,1.2900924e-08,0.0032000716
2024-12-19_14:56:52,TCP-192.168.12.140:33160-192.168.12.146:22,22.0,7121868.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982888197,1186978.0,371057.423054258,2016606.0,1009656.0,7121868.0,1186978.0,371057.423054258,2016606.0,1009656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.982888197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9967267,1.7844544e-12,1.3577088e-13,1.3101822e-08,0.0032732016
2024-12-19_14:56:52,TCP-192.168.12.140:33162-192.168.12.146:22,22.0,7115340.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983789952,1185890.0,371029.781713454,2015358.0,1003094.0,7115340.0,1185890.0,371029.781713454,2015358.0,1003094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.983789952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9966498,1.8453197e-12,1.4467645e-13,1.3315751e-08,0.003350092
2024-12-19_14:56:52,TCP-192.168.12.140:33174-192.168.12.146:22,22.0,7113936.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983984112,1185656.0,371717.090261308,2016643.0,1001704.0,7113936.0,1185656.0,371717.090261308,2016643.0,1001704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.983984112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9966364,1.856008e-12,1.462515e-13,1.3350666e-08,0.0033636366
2024-12-19_14:56:52,TCP-192.168.12.140:33180-192.168.12.146:22,22.0,7139584.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980449281,1189930.666666667,369614.442151849,2016406.0,1023334.0,7139584.0,1189930.666666667,369614.442151849,2016406.0,1023334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.980449281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.99687064,1.6665898e-12,1.1982395e-13,1.2671905e-08,0.0031293049
2024-12-19_14:56:52,TCP-192.168.12.140:33184-192.168.12.146:22,22.0,7129997.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981767594,1188332.833333333,370123.137463474,2015941.0,1018447.0,7129997.0,1188332.833333333,370123.137463474,2015941.0,1018447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.981767594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9968214,1.7097216e-12,1.2532225e-13,1.2837259e-08,0.0031786151
2024-12-19_14:56:52,TCP-192.168.12.140:33186-192.168.12.146:22,22.0,7129069.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981895392,1188178.166666667,370185.420947132,2015921.0,1017492.0,7129069.0,1188178.166666667,370185.420947132,2015921.0,1017492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.981895392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9968111,1.7177906e-12,1.2643547e-13,1.2866321e-08,0.0031889025
2024-12-19_14:56:52,TCP-192.168.12.140:33192-192.168.12.146:22,22.0,7130701.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981670666,1188450.166666667,372118.1711309,2020501.0,1015074.0,7130701.0,1188450.166666667,372118.1711309,2020501.0,1015074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.981670666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9967971,1.7314768e-12,1.2801485e-13,1.2913911e-08,0.0032029385
2024-12-19_14:56:52,TCP-192.168.12.140:33204-192.168.12.146:22,22.0,7127361.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982130693,1187893.5,370283.124186412,2015844.0,1015682.0,7127361.0,1187893.5,370283.124186412,2015844.0,1015682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.982130693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9967914,1.7332678e-12,1.2858233e-13,1.292187e-08,0.0032085795
2024-12-19_14:56:52,TCP-192.168.12.140:33220-192.168.12.146:22,22.0,7123207.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982703437,1187201.166666667,370799.326174512,2016273.0,1011591.0,7123207.0,1187201.166666667,370799.326174512,2016273.0,1011591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.982703437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,0.0,0.0,0.0,64240.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.99674726,1.7679281e-12,1.3346084e-13,1.3043721e-08,0.0032527898
